name:EnRo GRIFFINS,win_rate:0.27,avg_rating:0.09,avg_kills:8.87,avg_deaths:8.68,avg_kast:0.06,avg_adr:7.02,avg_kddiff:0.18,avg_fkdiff:0.01,rounds_won:10.62,maps_winrate:{mrg:0.17}
name:RAIDERS,win_rate:0.12,avg_rating:0.2,avg_kills:10.22,avg_deaths:11.0,avg_kast:0.14,avg_adr:16.6,avg_kddiff:-0.77,avg_fkdiff:0.2,rounds_won:8.62,maps_winrate:{inf:0.0,cch:0.0}
name:TMVG,win_rate:0.3,avg_rating:0.6,avg_kills:14.24,avg_deaths:13.56,avg_kast:0.39,avg_adr:41.31,avg_kddiff:0.68,avg_fkdiff:0.4,rounds_won:11.28,maps_winrate:{vtg:0.0,nuke:0.6666666666666666}
name:Russian Roulette,win_rate:0.1,avg_rating:0.0,avg_kills:5.94,avg_deaths:7.67,avg_kast:0.0,avg_adr:0.0,avg_kddiff:-1.73,avg_fkdiff:-0.27,rounds_won:8.78,maps_winrate:{mrg:0.0,nuke:0.0}
name:SYS-GAMING,win_rate:0.38,avg_rating:0.0,avg_kills:8.12,avg_deaths:7.93,avg_kast:0.0,avg_adr:0.0,avg_kddiff:0.2,avg_fkdiff:-0.02,rounds_won:10.5,maps_winrate:{mrg:0.0,inf:0.5}
name:Faith,win_rate:0.25,avg_rating:0.0,avg_kills:6.3,avg_deaths:6.25,avg_kast:0.0,avg_adr:0.0,avg_kddiff:0.05,avg_fkdiff:0.07,rounds_won:9.25,maps_winrate:{mrg:0.0,inf:0.6666666666666666}
name:SNOGARD Dragons,win_rate:0.25,avg_rating:0.73,avg_kills:13.68,avg_deaths:13.94,avg_kast:0.47,avg_adr:53.03,avg_kddiff:-0.25,avg_fkdiff:0.12,rounds_won:9.8,maps_winrate:{mrg:0.0,anb:0.0}
name:w4sp,win_rate:0.13,avg_rating:0.0,avg_kills:9.21,avg_deaths:7.68,avg_kast:0.0,avg_adr:0.0,avg_kddiff:1.53,avg_fkdiff:0.42,rounds_won:9.81,maps_winrate:{nuke:0.0,inf:0.6}
name:Evokate,win_rate:0.2,avg_rating:0.21,avg_kills:10.17,avg_deaths:8.51,avg_kast:0.14,avg_adr:15.6,avg_kddiff:1.66,avg_fkdiff:0.49,rounds_won:8.77,maps_winrate:{d2:0.0,trn:0.0}
name:BEASTS,win_rate:0.3,avg_rating:0.69,avg_kills:14.48,avg_deaths:17.42,avg_kast:0.48,avg_adr:54.08,avg_kddiff:-2.94,avg_fkdiff:-0.75,rounds_won:10.85,maps_winrate:{ovp:0.0,d2:0.0}
name:Northern Eagles,win_rate:0.5,avg_rating:0.0,avg_kills:8.2,avg_deaths:5.27,avg_kast:0.0,avg_adr:0.0,avg_kddiff:2.93,avg_fkdiff:0.5,rounds_won:9.83,maps_winrate:{d2:0.0,mrg:1.0}
name:LDLC,win_rate:0.27,avg_rating:1.01,avg_kills:16.58,avg_deaths:17.67,avg_kast:0.67,avg_adr:71.83,avg_kddiff:-1.09,avg_fkdiff:-0.25,rounds_won:10.7,maps_winrate:{nuke:0.0,anb:0.6470588235294118}
name:Nostalgie,win_rate:0.3,avg_rating:0.51,avg_kills:12.83,avg_deaths:12.7,avg_kast:0.33,avg_adr:36.63,avg_kddiff:0.13,avg_fkdiff:0.04,rounds_won:10.93,maps_winrate:{mrg:0.0,cbl:0.25}
name:TCM-Gaming,win_rate:0.43,avg_rating:0.0,avg_kills:8.39,avg_deaths:6.08,avg_kast:0.0,avg_adr:0.0,avg_kddiff:2.31,avg_fkdiff:0.48,rounds_won:10.7,maps_winrate:{mrg:0.0,d2:0.75}
name:e-Sports.rs,win_rate:0.4,avg_rating:0.0,avg_kills:8.97,avg_deaths:7.81,avg_kast:0.0,avg_adr:0.0,avg_kddiff:1.16,avg_fkdiff:0.45,rounds_won:11.48,maps_winrate:{d2:0.0,mrg:0.5}
name:Hellslayers,win_rate:0.23,avg_rating:1.21,avg_kills:18.95,avg_deaths:15.62,avg_kast:0.76,avg_adr:81.01,avg_kddiff:3.33,avg_fkdiff:0.43,rounds_won:10.3,maps_winrate:{anc:0.2}
name:hatersg0nnahate,win_rate:0.44,avg_rating:0.49,avg_kills:12.24,avg_deaths:11.84,avg_kast:0.32,avg_adr:34.55,avg_kddiff:0.4,avg_fkdiff:0.09,rounds_won:11.32,maps_winrate:{nuke:0.0,inf:1.0}
name:WRTT,win_rate:0.41,avg_rating:0.0,avg_kills:8.94,avg_deaths:6.44,avg_kast:0.0,avg_adr:0.0,avg_kddiff:2.51,avg_fkdiff:0.55,rounds_won:10.79,maps_winrate:{nuke:0.0,trn:1.0}
name:GF-Gaming,win_rate:0.43,avg_rating:0.0,avg_kills:8.59,avg_deaths:5.98,avg_kast:0.0,avg_adr:0.0,avg_kddiff:2.61,avg_fkdiff:0.67,rounds_won:11.04,maps_winrate:{trn:0.0,nuke:0.8333333333333334}
name:unknowns,win_rate:0.0,avg_rating:0.0,avg_kills:14.0,avg_deaths:6.4,avg_kast:0.0,avg_adr:0.0,avg_kddiff:7.6,avg_fkdiff:-0.2,rounds_won:2.0,maps_winrate:{trn:0.0}
name:Dragon$,win_rate:0.0,avg_rating:0.0,avg_kills:8.8,avg_deaths:10.4,avg_kast:0.0,avg_adr:0.0,avg_kddiff:-1.6,avg_fkdiff:-0.6,rounds_won:8.0,maps_winrate:{nuke:0.0}
name:arkhe,win_rate:0.5,avg_rating:0.0,avg_kills:12.6,avg_deaths:7.8,avg_kast:0.0,avg_adr:0.0,avg_kddiff:4.8,avg_fkdiff:0.9,rounds_won:11.0,maps_winrate:{d2:0.0,nuke:1.0}
name:Karont3,win_rate:0.33,avg_rating:0.0,avg_kills:7.8,avg_deaths:6.73,avg_kast:0.0,avg_adr:0.0,avg_kddiff:1.07,avg_fkdiff:0.13,rounds_won:13.0,maps_winrate:{nuke:0.0}
name:atrc,win_rate:0.0,avg_rating:0.0,avg_kills:13.8,avg_deaths:10.0,avg_kast:0.0,avg_adr:0.0,avg_kddiff:3.8,avg_fkdiff:0.7,rounds_won:15.5,maps_winrate:{inf:0.0,mrg:0.0}
name:myXMG.net,win_rate:0.0,avg_rating:0.0,avg_kills:2.33,avg_deaths:4.0,avg_kast:0.0,avg_adr:0.0,avg_kddiff:-1.67,avg_fkdiff:-0.2,rounds_won:4.0,maps_winrate:{inf:0.0}
name:iNation,win_rate:0.13,avg_rating:0.97,avg_kills:15.81,avg_deaths:17.39,avg_kast:0.66,avg_adr:69.12,avg_kddiff:-1.57,avg_fkdiff:-0.45,rounds_won:9.6,maps_winrate:{nuke:0.0,anc:0.5666666666666667}
name:ELTZ,win_rate:0.3,avg_rating:0.28,avg_kills:10.28,avg_deaths:11.55,avg_kast:0.19,avg_adr:21.4,avg_kddiff:-1.27,avg_fkdiff:-0.14,rounds_won:10.69,maps_winrate:{trn:0.0,cbl:1.0}
name:OverGaming,win_rate:0.4,avg_rating:0.0,avg_kills:9.02,avg_deaths:6.94,avg_kast:0.0,avg_adr:0.0,avg_kddiff:2.08,avg_fkdiff:0.37,rounds_won:10.67,maps_winrate:{trn:0.0,cch:0.8181818181818182}
name:GamerUniversity,win_rate:0.5,avg_rating:0.0,avg_kills:8.02,avg_deaths:10.22,avg_kast:0.0,avg_adr:0.0,avg_kddiff:-2.2,avg_fkdiff:-0.18,rounds_won:11.42,maps_winrate:{inf:0.0,d2:1.0}
name:ENTiTY,win_rate:0.2,avg_rating:0.06,avg_kills:8.59,avg_deaths:8.83,avg_kast:0.04,avg_adr:4.74,avg_kddiff:-0.24,avg_fkdiff:0.13,rounds_won:10.25,maps_winrate:{cch:0.0,ovp:0.0}
name:AWTR,win_rate:0.37,avg_rating:0.99,avg_kills:15.87,avg_deaths:14.85,avg_kast:0.63,avg_adr:68.2,avg_kddiff:1.02,avg_fkdiff:0.33,rounds_won:11.18,maps_winrate:{ovp:0.0,cch:0.3333333333333333}
name:CAI,win_rate:0.25,avg_rating:0.53,avg_kills:12.35,avg_deaths:14.65,avg_kast:0.38,avg_adr:41.03,avg_kddiff:-2.3,avg_fkdiff:-1.23,rounds_won:10.7,maps_winrate:{trn:0.0}
name:buF,win_rate:0.0,avg_rating:0.0,avg_kills:10.5,avg_deaths:10.4,avg_kast:0.0,avg_adr:0.0,avg_kddiff:0.1,avg_fkdiff:-0.2,rounds_won:12.5,maps_winrate:{inf:0.0}
name:Druidz fe,win_rate:0.3,avg_rating:0.0,avg_kills:8.16,avg_deaths:7.61,avg_kast:0.0,avg_adr:0.0,avg_kddiff:0.55,avg_fkdiff:-0.04,rounds_won:11.45,maps_winrate:{nuke:0.0,inf:1.0}
name:BX3 fe,win_rate:0.12,avg_rating:0.0,avg_kills:7.35,avg_deaths:6.52,avg_kast:0.0,avg_adr:0.0,avg_kddiff:0.82,avg_fkdiff:0.55,rounds_won:9.25,maps_winrate:{mrg:0.0,nuke:0.0}
name:Firstblood.dk,win_rate:0.0,avg_rating:0.0,avg_kills:8.05,avg_deaths:5.65,avg_kast:0.0,avg_adr:0.0,avg_kddiff:2.4,avg_fkdiff:0.65,rounds_won:8.92,maps_winrate:{d2:0.0,trn:0.0}
name:Epsilon fe,win_rate:0.17,avg_rating:0.0,avg_kills:8.19,avg_deaths:7.5,avg_kast:0.0,avg_adr:0.0,avg_kddiff:0.69,avg_fkdiff:0.11,rounds_won:8.93,maps_winrate:{d2:0.0,cch:0.0}
name:KILLERFISH,win_rate:0.27,avg_rating:0.22,avg_kills:11.16,avg_deaths:9.72,avg_kast:0.14,avg_adr:15.35,avg_kddiff:1.44,avg_fkdiff:0.31,rounds_won:10.2,maps_winrate:{cbl:0.0,trn:0.5}
name:iRAGE,win_rate:0.1,avg_rating:0.0,avg_kills:7.8,avg_deaths:6.9,avg_kast:0.0,avg_adr:0.0,avg_kddiff:0.89,avg_fkdiff:0.23,rounds_won:7.52,maps_winrate:{mrg:0.0,inf:0.5}
name:Quantic,win_rate:0.4,avg_rating:0.0,avg_kills:8.35,avg_deaths:7.56,avg_kast:0.0,avg_adr:0.0,avg_kddiff:0.79,avg_fkdiff:0.32,rounds_won:11.18,maps_winrate:{inf:0.0,nuke:0.25}
name:Xapso,win_rate:0.33,avg_rating:0.0,avg_kills:7.38,avg_deaths:5.6,avg_kast:0.0,avg_adr:0.0,avg_kddiff:1.79,avg_fkdiff:0.39,rounds_won:10.26,maps_winrate:{mrg:0.0,inf:0.8}
name:plan-B,win_rate:0.27,avg_rating:0.87,avg_kills:15.17,avg_deaths:14.71,avg_kast:0.56,avg_adr:60.18,avg_kddiff:0.47,avg_fkdiff:-0.21,rounds_won:10.68,maps_winrate:{mrg:0.0,nuke:0.25}
name:Millenium fe,win_rate:0.33,avg_rating:0.92,avg_kills:14.78,avg_deaths:14.57,avg_kast:0.58,avg_adr:62.76,avg_kddiff:0.21,avg_fkdiff:0.04,rounds_won:10.07,maps_winrate:{ovp:0.0,mrg:1.0}
name:inFernity ladies,win_rate:0.5,avg_rating:0.0,avg_kills:7.9,avg_deaths:8.0,avg_kast:0.0,avg_adr:0.0,avg_kddiff:-0.1,avg_fkdiff:0.15,rounds_won:10.75,maps_winrate:{d2:0.0,mrg:1.0}
name:myRevenge,win_rate:0.27,avg_rating:0.23,avg_kills:9.36,avg_deaths:8.77,avg_kast:0.15,avg_adr:17.03,avg_kddiff:0.59,avg_fkdiff:0.27,rounds_won:9.57,maps_winrate:{trn:0.0,inf:0.6666666666666666}
name:ALTERNATE fe,win_rate:0.39,avg_rating:0.0,avg_kills:8.77,avg_deaths:7.86,avg_kast:0.0,avg_adr:0.0,avg_kddiff:0.91,avg_fkdiff:0.28,rounds_won:10.83,maps_winrate:{cbl:0.0,cch:1.0}
name:Crystal-Serv fe,win_rate:0.43,avg_rating:0.0,avg_kills:8.21,avg_deaths:6.69,avg_kast:0.0,avg_adr:0.0,avg_kddiff:1.52,avg_fkdiff:0.46,rounds_won:10.93,maps_winrate:{nuke:0.0,d2:0.6666666666666666}
name:Server-Forge,win_rate:0.29,avg_rating:0.0,avg_kills:8.48,avg_deaths:7.69,avg_kast:0.0,avg_adr:0.0,avg_kddiff:0.79,avg_fkdiff:0.2,rounds_won:11.86,maps_winrate:{inf:0.0,mrg:0.3333333333333333}
name:Reason,win_rate:0.17,avg_rating:1.04,avg_kills:17.03,avg_deaths:17.66,avg_kast:0.68,avg_adr:73.91,avg_kddiff:-0.63,avg_fkdiff:0.09,rounds_won:10.0,maps_winrate:{ovp:0.0,anb:0.0}
name:Imaginary fe,win_rate:0.5,avg_rating:0.0,avg_kills:9.11,avg_deaths:6.15,avg_kast:0.0,avg_adr:0.0,avg_kddiff:2.96,avg_fkdiff:0.46,rounds_won:11.38,maps_winrate:{d2:0.0,mrg:1.0}
name:Valkyries,win_rate:0.5,avg_rating:0.0,avg_kills:8.43,avg_deaths:6.12,avg_kast:0.0,avg_adr:0.0,avg_kddiff:2.3,avg_fkdiff:1.0,rounds_won:10.5,maps_winrate:{mrg:0.0,inf:1.0}
name:fm!Ladies,win_rate:0.5,avg_rating:0.24,avg_kills:9.87,avg_deaths:10.95,avg_kast:0.19,avg_adr:20.72,avg_kddiff:-1.08,avg_fkdiff:-0.51,rounds_won:10.79,maps_winrate:{mrg:0.0,nuke:1.0}
name:Virtus.pro fe,win_rate:0.2,avg_rating:0.0,avg_kills:10.32,avg_deaths:8.04,avg_kast:0.0,avg_adr:0.0,avg_kddiff:2.28,avg_fkdiff:0.28,rounds_won:13.2,maps_winrate:{mrg:0.0}
name:n!faculty fe,win_rate:0.4,avg_rating:0.0,avg_kills:6.31,avg_deaths:9.23,avg_kast:0.0,avg_adr:0.0,avg_kddiff:-2.92,avg_fkdiff:-0.37,rounds_won:9.85,maps_winrate:{nuke:0.0,mrg:0.6666666666666666}
name:SuperstarS,win_rate:0.32,avg_rating:0.28,avg_kills:10.11,avg_deaths:10.84,avg_kast:0.19,avg_adr:22.13,avg_kddiff:-0.72,avg_fkdiff:-0.46,rounds_won:10.18,maps_winrate:{cch:0.0,mrg:0.5}
name:Dignitas,win_rate:0.3,avg_rating:1.04,avg_kills:16.76,avg_deaths:16.86,avg_kast:0.7,avg_adr:72.01,avg_kddiff:-0.1,avg_fkdiff:-0.37,rounds_won:10.87,maps_winrate:{vtg:0.0,mrg:0.7021276595744681}
name:m1x,win_rate:0.3,avg_rating:0.94,avg_kills:16.32,avg_deaths:17.22,avg_kast:0.62,avg_adr:68.71,avg_kddiff:-0.89,avg_fkdiff:-0.14,rounds_won:10.77,maps_winrate:{nuke:0.0,mrg:0.6666666666666666}
name:Derailed,win_rate:0.5,avg_rating:0.0,avg_kills:5.45,avg_deaths:4.95,avg_kast:0.0,avg_adr:0.0,avg_kddiff:0.5,avg_fkdiff:-0.05,rounds_won:8.25,maps_winrate:{trn:0.0,inf:1.0}
name:eSpuma,win_rate:0.2,avg_rating:0.63,avg_kills:13.71,avg_deaths:11.87,avg_kast:0.41,avg_adr:43.12,avg_kddiff:1.84,avg_fkdiff:-0.1,rounds_won:9.37,maps_winrate:{mrg:0.25}
name:All-Stars NA,win_rate:0.25,avg_rating:0.0,avg_kills:8.55,avg_deaths:6.2,avg_kast:0.0,avg_adr:0.0,avg_kddiff:2.35,avg_fkdiff:0.9,rounds_won:10.0,maps_winrate:{d2:0.25}
name:All-Stars Europe,win_rate:0.75,avg_rating:0.0,avg_kills:9.75,avg_deaths:10.85,avg_kast:0.0,avg_adr:0.0,avg_kddiff:-1.1,avg_fkdiff:0.1,rounds_won:15.0,maps_winrate:{d2:0.75}
name:Denial,win_rate:0.33,avg_rating:1.0,avg_kills:16.08,avg_deaths:17.25,avg_kast:0.66,avg_adr:71.74,avg_kddiff:-1.17,avg_fkdiff:-0.18,rounds_won:10.67,maps_winrate:{trn:0.0,inf:0.5609756097560976}
name:ENCE,win_rate:0.4,avg_rating:1.07,avg_kills:16.99,avg_deaths:16.6,avg_kast:0.7,avg_adr:72.33,avg_kddiff:0.39,avg_fkdiff:0.27,rounds_won:11.67,maps_winrate:{ovp:0.0,anb:0.42857142857142855}
name:Sprintfox,win_rate:0.33,avg_rating:0.0,avg_kills:8.47,avg_deaths:7.33,avg_kast:0.0,avg_adr:0.0,avg_kddiff:1.14,avg_fkdiff:0.08,rounds_won:11.32,maps_winrate:{mrg:0.0,inf:0.6666666666666666}
name:swog,win_rate:0.0,avg_rating:0.0,avg_kills:10.4,avg_deaths:10.2,avg_kast:0.0,avg_adr:0.0,avg_kddiff:0.2,avg_fkdiff:-0.2,rounds_won:9.0,maps_winrate:{mrg:0.0}
name:TARDZ,win_rate:0.0,avg_rating:0.0,avg_kills:5.4,avg_deaths:6.0,avg_kast:0.0,avg_adr:0.0,avg_kddiff:-0.6,avg_fkdiff:0.0,rounds_won:7.0,maps_winrate:{inf:0.0}
name:ZET,win_rate:0.25,avg_rating:0.0,avg_kills:8.55,avg_deaths:6.95,avg_kast:0.0,avg_adr:0.0,avg_kddiff:1.6,avg_fkdiff:0.6,rounds_won:10.5,maps_winrate:{mrg:0.0,trn:0.0}
name:CS:GOetter,win_rate:0.0,avg_rating:0.0,avg_kills:9.2,avg_deaths:5.4,avg_kast:0.0,avg_adr:0.0,avg_kddiff:3.8,avg_fkdiff:1.0,rounds_won:10.0,maps_winrate:{mrg:0.0}
name:Refuse,win_rate:0.23,avg_rating:1.08,avg_kills:16.99,avg_deaths:17.01,avg_kast:0.7,avg_adr:76.15,avg_kddiff:-0.01,avg_fkdiff:-0.08,rounds_won:10.63,maps_winrate:{inf:0.0,cbl:0.5714285714285714}
name:H2k.mix,win_rate:0.0,avg_rating:0.0,avg_kills:3.9,avg_deaths:5.0,avg_kast:0.0,avg_adr:0.0,avg_kddiff:-1.1,avg_fkdiff:0.1,rounds_won:5.5,maps_winrate:{d2:0.0}
name:Cursive,win_rate:0.31,avg_rating:0.44,avg_kills:11.82,avg_deaths:10.5,avg_kast:0.28,avg_adr:29.92,avg_kddiff:1.32,avg_fkdiff:0.13,rounds_won:10.84,maps_winrate:{d2:0.0,mrg:0.5}
name:SENSEi,win_rate:0.5,avg_rating:0.0,avg_kills:7.74,avg_deaths:8.12,avg_kast:0.0,avg_adr:0.0,avg_kddiff:-0.38,avg_fkdiff:-0.6,rounds_won:10.9,maps_winrate:{inf:0.5}
name:eEriness,win_rate:0.37,avg_rating:1.04,avg_kills:16.65,avg_deaths:17.03,avg_kast:0.69,avg_adr:73.43,avg_kddiff:-0.39,avg_fkdiff:-0.15,rounds_won:10.93,maps_winrate:{d2:0.0,inf:0.7142857142857143}
name:FU.sk,win_rate:0.0,avg_rating:0.0,avg_kills:5.35,avg_deaths:6.6,avg_kast:0.0,avg_adr:0.0,avg_kddiff:-1.25,avg_fkdiff:-0.15,rounds_won:8.0,maps_winrate:{mrg:0.0,inf:0.0}
name:embrace,win_rate:0.35,avg_rating:0.0,avg_kills:8.4,avg_deaths:7.91,avg_kast:0.0,avg_adr:0.0,avg_kddiff:0.49,avg_fkdiff:0.17,rounds_won:11.45,maps_winrate:{cbl:0.0,mrg:0.0}
name:ALL STARS,win_rate:0.0,avg_rating:0.0,avg_kills:6.4,avg_deaths:2.73,avg_kast:0.0,avg_adr:0.0,avg_kddiff:3.67,avg_fkdiff:0.67,rounds_won:2.0,maps_winrate:{inf:0.0}
name:DeNova,win_rate:0.2,avg_rating:0.0,avg_kills:7.21,avg_deaths:6.26,avg_kast:0.0,avg_adr:0.0,avg_kddiff:0.95,avg_fkdiff:0.29,rounds_won:9.45,maps_winrate:{inf:0.0,nuke:0.0}
name:DISTRICT,win_rate:0.0,avg_rating:0.0,avg_kills:1.0,avg_deaths:2.25,avg_kast:0.0,avg_adr:0.0,avg_kddiff:-1.25,avg_fkdiff:0.05,rounds_won:1.25,maps_winrate:{nuke:0.0}
name:myXMG,win_rate:0.27,avg_rating:0.0,avg_kills:8.1,avg_deaths:6.37,avg_kast:0.0,avg_adr:0.0,avg_kddiff:1.73,avg_fkdiff:0.39,rounds_won:9.8,maps_winrate:{d2:0.0,cch:0.0}
name:wYw,win_rate:0.25,avg_rating:0.0,avg_kills:6.62,avg_deaths:7.7,avg_kast:0.0,avg_adr:0.0,avg_kddiff:-1.07,avg_fkdiff:-0.08,rounds_won:10.25,maps_winrate:{d2:0.0,inf:0.0}
name:Bearson,win_rate:0.5,avg_rating:0.0,avg_kills:7.6,avg_deaths:5.73,avg_kast:0.0,avg_adr:0.0,avg_kddiff:1.87,avg_fkdiff:0.33,rounds_won:9.33,maps_winrate:{mrg:0.0,nuke:1.0}
name:GUNRUNNERS,win_rate:0.27,avg_rating:0.92,avg_kills:17.77,avg_deaths:18.86,avg_kast:0.6,avg_adr:66.44,avg_kddiff:-1.09,avg_fkdiff:-0.24,rounds_won:11.87,maps_winrate:{trn:0.0,ovp:0.14285714285714285}
name:DevilEyes,win_rate:0.0,avg_rating:0.0,avg_kills:6.7,avg_deaths:5.87,avg_kast:0.0,avg_adr:0.0,avg_kddiff:0.83,avg_fkdiff:0.87,rounds_won:8.33,maps_winrate:{nuke:0.0,trn:0.0}
name:Fraternitas,win_rate:0.33,avg_rating:0.76,avg_kills:14.72,avg_deaths:15.0,avg_kast:0.5,avg_adr:54.69,avg_kddiff:-0.28,avg_fkdiff:-0.08,rounds_won:10.4,maps_winrate:{ovp:0.5}
name:Zoctai,win_rate:0.37,avg_rating:0.95,avg_kills:16.35,avg_deaths:16.69,avg_kast:0.62,avg_adr:67.83,avg_kddiff:-0.34,avg_fkdiff:-0.11,rounds_won:11.37,maps_winrate:{inf:0.0,mrg:0.8}
name:ONLINERzz,win_rate:0.0,avg_rating:0.0,avg_kills:5.6,avg_deaths:14.0,avg_kast:0.0,avg_adr:0.0,avg_kddiff:-8.4,avg_fkdiff:-1.0,rounds_won:14.0,maps_winrate:{d2:0.0}
name:zutzut,win_rate:0.0,avg_rating:0.0,avg_kills:4.0,avg_deaths:0.8,avg_kast:0.0,avg_adr:0.0,avg_kddiff:3.2,avg_fkdiff:0.8,rounds_won:3.0,maps_winrate:{d2:0.0}
name:Team Twista,win_rate:0.33,avg_rating:0.0,avg_kills:7.75,avg_deaths:7.48,avg_kast:0.0,avg_adr:0.0,avg_kddiff:0.27,avg_fkdiff:0.05,rounds_won:10.25,maps_winrate:{d2:0.0,trn:0.0}
name:Team allu,win_rate:0.36,avg_rating:0.0,avg_kills:7.7,avg_deaths:6.61,avg_kast:0.0,avg_adr:0.0,avg_kddiff:1.09,avg_fkdiff:0.33,rounds_won:10.86,maps_winrate:{inf:0.0,trn:1.0}
name:Team natu,win_rate:0.0,avg_rating:0.0,avg_kills:8.95,avg_deaths:8.0,avg_kast:0.0,avg_adr:0.0,avg_kddiff:0.95,avg_fkdiff:0.15,rounds_won:11.0,maps_winrate:{mrg:0.0,d2:0.0}
name:Team KHRN,win_rate:0.5,avg_rating:0.0,avg_kills:7.7,avg_deaths:9.5,avg_kast:0.0,avg_adr:0.0,avg_kddiff:-1.8,avg_fkdiff:-0.65,rounds_won:12.25,maps_winrate:{d2:0.5}
name:Team REFLEX,win_rate:0.0,avg_rating:0.0,avg_kills:8.5,avg_deaths:6.07,avg_kast:0.0,avg_adr:0.0,avg_kddiff:2.43,avg_fkdiff:0.77,rounds_won:10.33,maps_winrate:{trn:0.0,nuke:0.0}
name:Team reVicer,win_rate:0.17,avg_rating:0.0,avg_kills:5.33,avg_deaths:6.33,avg_kast:0.0,avg_adr:0.0,avg_kddiff:-1.0,avg_fkdiff:-0.37,rounds_won:8.17,maps_winrate:{d2:0.0,nuke:0.0}
name:Team aslak,win_rate:0.5,avg_rating:0.0,avg_kills:8.5,avg_deaths:9.53,avg_kast:0.0,avg_adr:0.0,avg_kddiff:-1.03,avg_fkdiff:-0.5,rounds_won:12.0,maps_winrate:{mrg:0.0,d2:1.0}
name:Team suNny,win_rate:1.0,avg_rating:0.0,avg_kills:12.11,avg_deaths:9.2,avg_kast:0.0,avg_adr:0.0,avg_kddiff:2.91,avg_fkdiff:0.63,rounds_won:16.29,maps_winrate:{inf:1.0}
name:USSR,win_rate:0.2,avg_rating:0.15,avg_kills:10.13,avg_deaths:9.35,avg_kast:0.1,avg_adr:11.49,avg_kddiff:0.78,avg_fkdiff:0.03,rounds_won:10.33,maps_winrate:{trn:0.0,mrg:0.42857142857142855}
name:Begrip,win_rate:0.15,avg_rating:0.65,avg_kills:13.75,avg_deaths:15.57,avg_kast:0.45,avg_adr:49.61,avg_kddiff:-1.82,avg_fkdiff:-0.89,rounds_won:9.15,maps_winrate:{d2:0.0,inf:0.5}
name:Astana Dragons,win_rate:0.37,avg_rating:0.0,avg_kills:9.95,avg_deaths:8.96,avg_kast:0.0,avg_adr:0.0,avg_kddiff:0.99,avg_fkdiff:0.36,rounds_won:11.17,maps_winrate:{nuke:0.0,inf:0.7368421052631579}
name:Playing Ducks,win_rate:0.2,avg_rating:1.05,avg_kills:16.79,avg_deaths:16.67,avg_kast:0.68,avg_adr:74.17,avg_kddiff:0.12,avg_fkdiff:0.02,rounds_won:9.67,maps_winrate:{trn:0.0,vtg:0.0}
name:cuLtivation,win_rate:0.17,avg_rating:0.0,avg_kills:7.96,avg_deaths:7.53,avg_kast:0.0,avg_adr:0.0,avg_kddiff:0.42,avg_fkdiff:-0.19,rounds_won:10.62,maps_winrate:{mrg:0.0,inf:0.3333333333333333}
name:Complexity,win_rate:0.3,avg_rating:1.09,avg_kills:16.89,avg_deaths:16.21,avg_kast:0.72,avg_adr:73.2,avg_kddiff:0.68,avg_fkdiff:-0.02,rounds_won:10.7,maps_winrate:{ovp:0.0,inf:0.6262626262626263}
name:Frost Gaming,win_rate:0.42,avg_rating:0.0,avg_kills:5.92,avg_deaths:6.34,avg_kast:0.0,avg_adr:0.0,avg_kddiff:-0.42,avg_fkdiff:0.12,rounds_won:9.5,maps_winrate:{nuke:0.0,inf:0.6666666666666666}
name:MonoManiac,win_rate:0.0,avg_rating:0.0,avg_kills:10.2,avg_deaths:7.0,avg_kast:0.0,avg_adr:0.0,avg_kddiff:3.2,avg_fkdiff:0.7,rounds_won:10.0,maps_winrate:{trn:0.0}
name:Orange,win_rate:0.27,avg_rating:1.09,avg_kills:17.18,avg_deaths:17.04,avg_kast:0.7,avg_adr:76.04,avg_kddiff:0.14,avg_fkdiff:0.03,rounds_won:10.03,maps_winrate:{d2:0.0,mrg:0.6666666666666666}
name:ATE,win_rate:0.17,avg_rating:0.7,avg_kills:12.88,avg_deaths:14.42,avg_kast:0.47,avg_adr:50.1,avg_kddiff:-1.54,avg_fkdiff:-0.13,rounds_won:9.58,maps_winrate:{cch:0.25}
name:Courage,win_rate:0.14,avg_rating:0.0,avg_kills:7.4,avg_deaths:6.88,avg_kast:0.0,avg_adr:0.0,avg_kddiff:0.53,avg_fkdiff:-0.05,rounds_won:9.64,maps_winrate:{mrg:0.0,nuke:0.0}
name:Vikings,win_rate:0.23,avg_rating:1.12,avg_kills:17.68,avg_deaths:17.05,avg_kast:0.71,avg_adr:77.61,avg_kddiff:0.63,avg_fkdiff:0.15,rounds_won:10.07,maps_winrate:{d2:0.0,mrg:0.5}
name:WE GOT GAME,win_rate:0.27,avg_rating:0.46,avg_kills:12.07,avg_deaths:11.77,avg_kast:0.29,avg_adr:32.55,avg_kddiff:0.3,avg_fkdiff:-0.02,rounds_won:10.7,maps_winrate:{trn:0.0,cch:0.5}
name:Flamelux,win_rate:0.25,avg_rating:0.0,avg_kills:8.32,avg_deaths:9.12,avg_kast:0.0,avg_adr:0.0,avg_kddiff:-0.8,avg_fkdiff:-0.07,rounds_won:12.5,maps_winrate:{nuke:0.0,mrg:0.0}
