name:wannafly,win_rate:0.67,avg_rating:0.98,avg_kills:14.2,avg_deaths:16.0,avg_kast:0.67,avg_adr:72.02,avg_kddiff:-1.8,avg_fkdiff:0.27,rounds_won:14.33,maps_winrate:{vtg:1.0}
name:7AM,win_rate:0.21,avg_rating:1.07,avg_kills:17.19,avg_deaths:16.79,avg_kast:0.71,avg_adr:74.14,avg_kddiff:0.4,avg_fkdiff:0.06,rounds_won:10.62,maps_winrate:{vtg:0.0,nuke:0.5}
name:Hatred,win_rate:0.25,avg_rating:1.05,avg_kills:16.79,avg_deaths:16.83,avg_kast:0.69,avg_adr:73.6,avg_kddiff:-0.04,avg_fkdiff:-0.46,rounds_won:9.46,maps_winrate:{inf:0.25}
name:BNR,win_rate:0.33,avg_rating:1.03,avg_kills:19.87,avg_deaths:21.13,avg_kast:0.67,avg_adr:74.28,avg_kddiff:-1.27,avg_fkdiff:-0.2,rounds_won:14.0,maps_winrate:{inf:0.0}
name:NeedDOCTOR,win_rate:0.4,avg_rating:0.97,avg_kills:15.47,avg_deaths:17.09,avg_kast:0.67,avg_adr:70.22,avg_kddiff:-1.62,avg_fkdiff:-0.29,rounds_won:10.4,maps_winrate:{mrg:0.0,d2:0.5}
name:XRAVEL,win_rate:0.0,avg_rating:1.07,avg_kills:16.1,avg_deaths:16.2,avg_kast:0.73,avg_adr:72.24,avg_kddiff:-0.1,avg_fkdiff:0.0,rounds_won:8.5,maps_winrate:{ovp:0.0,anc:0.0}
name:K10,win_rate:0.0,avg_rating:0.86,avg_kills:15.7,avg_deaths:20.2,avg_kast:0.61,avg_adr:68.82,avg_kddiff:-4.5,avg_fkdiff:-0.75,rounds_won:9.0,maps_winrate:{ovp:0.0,vtg:0.0}
name:Pete's Hookah Lounge,win_rate:0.33,avg_rating:1.25,avg_kills:18.97,avg_deaths:15.6,avg_kast:0.76,avg_adr:84.34,avg_kddiff:3.37,avg_fkdiff:0.97,rounds_won:10.0,maps_winrate:{ovp:0.0,d2:0.0}
name:TITANS,win_rate:0.3,avg_rating:1.12,avg_kills:17.0,avg_deaths:16.04,avg_kast:0.73,avg_adr:75.14,avg_kddiff:0.96,avg_fkdiff:0.33,rounds_won:10.73,maps_winrate:{anc:0.0,mrg:0.625}
name:Phantom Troupe,win_rate:0.27,avg_rating:1.08,avg_kills:17.93,avg_deaths:17.68,avg_kast:0.71,avg_adr:75.1,avg_kddiff:0.25,avg_fkdiff:0.1,rounds_won:11.06,maps_winrate:{mrg:0.0,vtg:0.0}
name:Russia U18,win_rate:0.5,avg_rating:0.86,avg_kills:14.85,avg_deaths:18.55,avg_kast:0.63,avg_adr:70.17,avg_kddiff:-3.7,avg_fkdiff:-0.55,rounds_won:10.25,maps_winrate:{inf:0.0,mrg:1.0}
name:Kazakhstan U18,win_rate:0.67,avg_rating:1.33,avg_kills:17.87,avg_deaths:13.67,avg_kast:0.77,avg_adr:83.08,avg_kddiff:4.2,avg_fkdiff:0.33,rounds_won:14.67,maps_winrate:{mrg:0.0}
name:Esoteric,win_rate:0.2,avg_rating:1.04,avg_kills:15.36,avg_deaths:16.21,avg_kast:0.66,avg_adr:73.5,avg_kddiff:-0.85,avg_fkdiff:0.29,rounds_won:7.95,maps_winrate:{inf:0.0,d2:0.5}
name:AFundaa,win_rate:0.0,avg_rating:0.51,avg_kills:7.2,avg_deaths:16.4,avg_kast:0.47,avg_adr:53.54,avg_kddiff:-9.2,avg_fkdiff:-2.2,rounds_won:1.0,maps_winrate:{mrg:0.0}
name:Firstwave,win_rate:0.25,avg_rating:0.86,avg_kills:14.15,avg_deaths:17.85,avg_kast:0.58,avg_adr:67.15,avg_kddiff:-3.7,avg_fkdiff:-0.3,rounds_won:9.12,maps_winrate:{mrg:0.0,nuke:0.5}
name:DU Black,win_rate:0.33,avg_rating:1.04,avg_kills:18.47,avg_deaths:18.67,avg_kast:0.71,avg_adr:73.46,avg_kddiff:-0.2,avg_fkdiff:-0.07,rounds_won:13.33,maps_winrate:{anc:0.0}
name:Zenigma,win_rate:0.33,avg_rating:0.83,avg_kills:13.47,avg_deaths:17.33,avg_kast:0.64,avg_adr:67.36,avg_kddiff:-3.87,avg_fkdiff:0.13,rounds_won:8.0,maps_winrate:{vtg:0.0,d2:0.0}
name:Yawara,win_rate:0.12,avg_rating:0.94,avg_kills:14.98,avg_deaths:17.15,avg_kast:0.65,avg_adr:68.93,avg_kddiff:-2.17,avg_fkdiff:-0.68,rounds_won:8.12,maps_winrate:{d2:0.0,vtg:0.5}
name:Argon,win_rate:0.17,avg_rating:1.1,avg_kills:17.55,avg_deaths:16.32,avg_kast:0.69,avg_adr:77.9,avg_kddiff:1.23,avg_fkdiff:0.15,rounds_won:8.75,maps_winrate:{mrg:0.0,anc:1.0}
name:Iron Blood,win_rate:0.27,avg_rating:1.07,avg_kills:17.27,avg_deaths:17.14,avg_kast:0.7,avg_adr:74.51,avg_kddiff:0.13,avg_fkdiff:-0.04,rounds_won:10.8,maps_winrate:{mrg:0.0,anc:0.625}
name:paiN Academy,win_rate:0.27,avg_rating:1.04,avg_kills:16.09,avg_deaths:16.53,avg_kast:0.71,avg_adr:71.69,avg_kddiff:-0.44,avg_fkdiff:-0.17,rounds_won:10.7,maps_winrate:{anb:0.0,inf:0.0}
name:FUSION,win_rate:0.2,avg_rating:0.92,avg_kills:15.53,avg_deaths:17.77,avg_kast:0.65,avg_adr:68.08,avg_kddiff:-2.25,avg_fkdiff:-0.51,rounds_won:10.04,maps_winrate:{vtg:0.0,inf:0.6666666666666666}
name:Seleção do bt0,win_rate:0.1,avg_rating:1.06,avg_kills:16.51,avg_deaths:16.99,avg_kast:0.7,avg_adr:71.98,avg_kddiff:-0.48,avg_fkdiff:0.32,rounds_won:9.73,maps_winrate:{nuke:0.0,mrg:0.0}
name:ex-Young Gods,win_rate:1.0,avg_rating:1.06,avg_kills:17.8,avg_deaths:17.2,avg_kast:0.71,avg_adr:69.25,avg_kddiff:0.6,avg_fkdiff:-0.3,rounds_won:16.0,maps_winrate:{mrg:1.0}
name:B4 Academy,win_rate:0.23,avg_rating:1.12,avg_kills:17.34,avg_deaths:16.03,avg_kast:0.72,avg_adr:75.86,avg_kddiff:1.31,avg_fkdiff:0.29,rounds_won:9.96,maps_winrate:{d2:0.0,mrg:0.6}
name:God's Work,win_rate:0.29,avg_rating:1.06,avg_kills:17.14,avg_deaths:17.14,avg_kast:0.67,avg_adr:73.48,avg_kddiff:0.0,avg_fkdiff:-0.1,rounds_won:10.9,maps_winrate:{anb:0.0,inf:0.6}
name:pashaBiceps' Team,win_rate:0.25,avg_rating:1.13,avg_kills:17.03,avg_deaths:15.85,avg_kast:0.71,avg_adr:78.47,avg_kddiff:1.18,avg_fkdiff:-0.12,rounds_won:10.83,maps_winrate:{inf:0.0,mrg:0.5}
name:HeatoN's Team,win_rate:0.0,avg_rating:0.79,avg_kills:13.35,avg_deaths:18.12,avg_kast:0.56,avg_adr:63.16,avg_kddiff:-4.77,avg_fkdiff:-1.03,rounds_won:7.12,maps_winrate:{mrg:0.0,inf:0.0}
name:Frontier,win_rate:0.33,avg_rating:1.03,avg_kills:15.78,avg_deaths:16.47,avg_kast:0.66,avg_adr:71.48,avg_kddiff:-0.68,avg_fkdiff:-0.08,rounds_won:10.25,maps_winrate:{d2:0.0,vtg:0.5}
name:Maikelele's Team,win_rate:0.75,avg_rating:1.09,avg_kills:19.1,avg_deaths:19.08,avg_kast:0.69,avg_adr:75.92,avg_kddiff:0.03,avg_fkdiff:0.08,rounds_won:16.0,maps_winrate:{vtg:0.0}
name:NEO's Team,win_rate:0.4,avg_rating:0.9,avg_kills:15.72,avg_deaths:18.11,avg_kast:0.62,avg_adr:70.07,avg_kddiff:-2.39,avg_fkdiff:-0.27,rounds_won:9.95,maps_winrate:{vtg:0.0,ovp:0.5}
name:kennyS' Team,win_rate:0.38,avg_rating:1.05,avg_kills:16.55,avg_deaths:16.28,avg_kast:0.69,avg_adr:74.65,avg_kddiff:0.27,avg_fkdiff:0.13,rounds_won:10.08,maps_winrate:{inf:0.0,d2:1.0}
name:Edward's Team,win_rate:0.39,avg_rating:0.95,avg_kills:16.0,avg_deaths:18.14,avg_kast:0.6,avg_adr:70.66,avg_kddiff:-2.14,avg_fkdiff:-0.13,rounds_won:11.89,maps_winrate:{d2:0.5}
name:KRAKEN,win_rate:0.33,avg_rating:1.06,avg_kills:16.27,avg_deaths:15.89,avg_kast:0.67,avg_adr:74.34,avg_kddiff:0.38,avg_fkdiff:0.4,rounds_won:10.6,maps_winrate:{d2:0.0,anc:0.0}
name:Foggy,win_rate:0.0,avg_rating:1.08,avg_kills:16.66,avg_deaths:16.86,avg_kast:0.72,avg_adr:76.65,avg_kddiff:-0.2,avg_fkdiff:-0.16,rounds_won:8.2,maps_winrate:{nuke:0.0,anc:0.0}
name:Valence,win_rate:0.0,avg_rating:1.05,avg_kills:18.55,avg_deaths:19.7,avg_kast:0.68,avg_adr:75.71,avg_kddiff:-1.15,avg_fkdiff:-0.35,rounds_won:10.0,maps_winrate:{nuke:0.0,vtg:0.0}
name:Sojoga,win_rate:0.43,avg_rating:1.08,avg_kills:16.35,avg_deaths:15.93,avg_kast:0.7,avg_adr:73.24,avg_kddiff:0.42,avg_fkdiff:0.1,rounds_won:11.05,maps_winrate:{nuke:0.0,inf:0.7142857142857143}
name:Meat Grinders,win_rate:0.25,avg_rating:1.0,avg_kills:15.77,avg_deaths:17.68,avg_kast:0.65,avg_adr:72.72,avg_kddiff:-1.9,avg_fkdiff:-0.25,rounds_won:9.25,maps_winrate:{anc:0.0,vtg:0.0}
name:Nouns,win_rate:0.33,avg_rating:1.05,avg_kills:16.89,avg_deaths:17.2,avg_kast:0.7,avg_adr:74.42,avg_kddiff:-0.31,avg_fkdiff:-0.05,rounds_won:10.87,maps_winrate:{anc:0.0,ovp:0.65}
name:DNA,win_rate:0.06,avg_rating:1.06,avg_kills:17.72,avg_deaths:18.33,avg_kast:0.68,avg_adr:75.53,avg_kddiff:-0.62,avg_fkdiff:-0.33,rounds_won:9.29,maps_winrate:{nuke:0.0,anc:0.0}
name:ex-SKADE,win_rate:0.27,avg_rating:1.03,avg_kills:16.8,avg_deaths:17.17,avg_kast:0.7,avg_adr:70.59,avg_kddiff:-0.37,avg_fkdiff:0.06,rounds_won:11.17,maps_winrate:{inf:0.0,ovp:0.75}
name:ORGLESS fe,win_rate:0.0,avg_rating:1.05,avg_kills:16.8,avg_deaths:17.2,avg_kast:0.71,avg_adr:73.52,avg_kddiff:-0.4,avg_fkdiff:-0.7,rounds_won:9.5,maps_winrate:{ovp:0.0,nuke:0.0}
name:EG Gold,win_rate:0.33,avg_rating:1.02,avg_kills:14.85,avg_deaths:15.87,avg_kast:0.68,avg_adr:71.26,avg_kddiff:-1.02,avg_fkdiff:-0.16,rounds_won:9.96,maps_winrate:{inf:0.0,anc:0.6}
name:Sotano,win_rate:0.0,avg_rating:0.94,avg_kills:12.0,avg_deaths:14.53,avg_kast:0.6,avg_adr:67.12,avg_kddiff:-2.53,avg_fkdiff:-0.87,rounds_won:4.33,maps_winrate:{ovp:0.0}
name:Ape Gang,win_rate:0.42,avg_rating:0.95,avg_kills:15.62,avg_deaths:18.29,avg_kast:0.64,avg_adr:68.35,avg_kddiff:-2.68,avg_fkdiff:-0.08,rounds_won:12.08,maps_winrate:{mrg:0.0,inf:1.0}
name:MOB,win_rate:0.33,avg_rating:1.17,avg_kills:18.3,avg_deaths:16.01,avg_kast:0.74,avg_adr:78.66,avg_kddiff:2.3,avg_fkdiff:0.42,rounds_won:11.32,maps_winrate:{inf:0.0,mrg:0.6666666666666666}
name:LeeK,win_rate:0.33,avg_rating:1.04,avg_kills:16.54,avg_deaths:17.22,avg_kast:0.66,avg_adr:73.94,avg_kddiff:-0.68,avg_fkdiff:-0.02,rounds_won:10.17,maps_winrate:{d2:0.5}
name:ex-B4,win_rate:0.33,avg_rating:0.91,avg_kills:15.6,avg_deaths:18.4,avg_kast:0.64,avg_adr:68.18,avg_kddiff:-2.8,avg_fkdiff:-0.6,rounds_won:13.0,maps_winrate:{anc:1.0}
name:markeloff's Team,win_rate:0.0,avg_rating:1.01,avg_kills:18.4,avg_deaths:19.85,avg_kast:0.67,avg_adr:79.59,avg_kddiff:-1.45,avg_fkdiff:-0.6,rounds_won:10.0,maps_winrate:{d2:0.0,inf:0.0}
name:Ozone,win_rate:0.0,avg_rating:1.18,avg_kills:17.87,avg_deaths:15.4,avg_kast:0.7,avg_adr:79.8,avg_kddiff:2.47,avg_fkdiff:0.6,rounds_won:7.67,maps_winrate:{ovp:0.0,anc:0.0}
name:gold medalists,win_rate:0.6,avg_rating:0.96,avg_kills:16.08,avg_deaths:17.76,avg_kast:0.65,avg_adr:72.4,avg_kddiff:-1.68,avg_fkdiff:-0.04,rounds_won:14.2,maps_winrate:{inf:0.5}
name:AirBNB Incident,win_rate:0.5,avg_rating:1.07,avg_kills:16.94,avg_deaths:17.07,avg_kast:0.7,avg_adr:76.6,avg_kddiff:-0.13,avg_fkdiff:-0.15,rounds_won:11.05,maps_winrate:{inf:0.5}
name:blingus,win_rate:0.38,avg_rating:1.13,avg_kills:17.58,avg_deaths:16.42,avg_kast:0.72,avg_adr:79.62,avg_kddiff:1.15,avg_fkdiff:0.43,rounds_won:11.12,maps_winrate:{ovp:0.0,mrg:1.0}
name:W7M fe,win_rate:0.25,avg_rating:1.08,avg_kills:17.42,avg_deaths:17.27,avg_kast:0.7,avg_adr:73.33,avg_kddiff:0.15,avg_fkdiff:0.32,rounds_won:10.59,maps_winrate:{ovp:0.0,mrg:0.3333333333333333}
name:STORM,win_rate:0.1,avg_rating:1.14,avg_kills:20.91,avg_deaths:19.45,avg_kast:0.71,avg_adr:80.32,avg_kddiff:1.46,avg_fkdiff:0.23,rounds_won:11.75,maps_winrate:{anc:0.0,inf:0.5}
name:TRAFFIC Tashkent,win_rate:0.79,avg_rating:1.04,avg_kills:18.64,avg_deaths:18.87,avg_kast:0.7,avg_adr:75.56,avg_kddiff:-0.23,avg_fkdiff:-0.21,rounds_won:15.57,maps_winrate:{anc:1.0}
name:MixUA,win_rate:0.25,avg_rating:1.31,avg_kills:19.35,avg_deaths:14.55,avg_kast:0.77,avg_adr:84.12,avg_kddiff:4.8,avg_fkdiff:0.65,rounds_won:10.0,maps_winrate:{anc:0.0,ovp:1.0}
name:Flames Shieldmaidens,win_rate:0.25,avg_rating:0.99,avg_kills:16.5,avg_deaths:18.2,avg_kast:0.69,avg_adr:71.88,avg_kddiff:-1.71,avg_fkdiff:-0.35,rounds_won:10.95,maps_winrate:{inf:0.0,anc:0.6666666666666666}
name:Task Force 141,win_rate:0.08,avg_rating:0.99,avg_kills:18.52,avg_deaths:20.03,avg_kast:0.67,avg_adr:72.45,avg_kddiff:-1.52,avg_fkdiff:-0.18,rounds_won:11.58,maps_winrate:{inf:0.0,mrg:0.0}
name:Corinthians Academy,win_rate:0.27,avg_rating:1.04,avg_kills:16.93,avg_deaths:17.34,avg_kast:0.68,avg_adr:72.83,avg_kddiff:-0.41,avg_fkdiff:0.17,rounds_won:10.84,maps_winrate:{ovp:0.0,anc:0.3333333333333333}
name:LAG,win_rate:0.5,avg_rating:0.81,avg_kills:14.75,avg_deaths:20.6,avg_kast:0.64,avg_adr:67.49,avg_kddiff:-5.85,avg_fkdiff:-1.65,rounds_won:9.75,maps_winrate:{vtg:0.0,mrg:1.0}
name:CENTER,win_rate:0.0,avg_rating:1.07,avg_kills:15.2,avg_deaths:15.1,avg_kast:0.69,avg_adr:74.12,avg_kddiff:0.1,avg_fkdiff:-0.35,rounds_won:6.5,maps_winrate:{anc:0.0}
name:Never Surrender,win_rate:0.5,avg_rating:1.15,avg_kills:16.95,avg_deaths:15.9,avg_kast:0.71,avg_adr:77.77,avg_kddiff:1.05,avg_fkdiff:0.12,rounds_won:10.38,maps_winrate:{anc:0.0,inf:1.0}
name:Kyoto,win_rate:0.0,avg_rating:1.11,avg_kills:17.25,avg_deaths:16.9,avg_kast:0.69,avg_adr:77.26,avg_kddiff:0.35,avg_fkdiff:0.05,rounds_won:8.75,maps_winrate:{anc:0.0,mrg:0.0}
name:EUMIX,win_rate:0.5,avg_rating:1.09,avg_kills:17.48,avg_deaths:17.15,avg_kast:0.68,avg_adr:75.23,avg_kddiff:0.32,avg_fkdiff:0.18,rounds_won:11.12,maps_winrate:{nuke:0.0,mrg:1.0}
name:IMMA PROBLEM,win_rate:0.4,avg_rating:1.09,avg_kills:17.32,avg_deaths:16.2,avg_kast:0.7,avg_adr:75.78,avg_kddiff:1.13,avg_fkdiff:0.26,rounds_won:10.38,maps_winrate:{ovp:0.0,nuke:0.0}
name:SMIX,win_rate:0.5,avg_rating:1.19,avg_kills:16.4,avg_deaths:14.22,avg_kast:0.76,avg_adr:77.32,avg_kddiff:2.17,avg_fkdiff:0.02,rounds_won:11.38,maps_winrate:{inf:0.0,ovp:1.0}
name:Viary,win_rate:0.25,avg_rating:0.87,avg_kills:15.85,avg_deaths:20.27,avg_kast:0.61,avg_adr:66.91,avg_kddiff:-4.42,avg_fkdiff:-0.7,rounds_won:11.92,maps_winrate:{d2:0.0,vtg:0.0}
name:John Industries,win_rate:0.39,avg_rating:1.27,avg_kills:17.93,avg_deaths:13.24,avg_kast:0.75,avg_adr:84.43,avg_kddiff:4.69,avg_fkdiff:0.07,rounds_won:9.11,maps_winrate:{inf:0.0,nuke:0.0}
name:gamers innit,win_rate:0.25,avg_rating:0.97,avg_kills:17.27,avg_deaths:18.12,avg_kast:0.65,avg_adr:74.61,avg_kddiff:-0.85,avg_fkdiff:-0.68,rounds_won:10.88,maps_winrate:{inf:0.0,nuke:0.0}
name:Platinum Blonde,win_rate:0.4,avg_rating:1.06,avg_kills:16.51,avg_deaths:16.41,avg_kast:0.69,avg_adr:75.76,avg_kddiff:0.1,avg_fkdiff:0.06,rounds_won:10.0,maps_winrate:{vtg:0.0,inf:0.6666666666666666}
name:Levendi,win_rate:0.0,avg_rating:1.08,avg_kills:18.1,avg_deaths:19.0,avg_kast:0.71,avg_adr:75.97,avg_kddiff:-0.9,avg_fkdiff:0.5,rounds_won:10.5,maps_winrate:{vtg:0.0}
name:DUELISTS,win_rate:0.25,avg_rating:1.21,avg_kills:18.85,avg_deaths:15.25,avg_kast:0.76,avg_adr:81.29,avg_kddiff:3.6,avg_fkdiff:-0.05,rounds_won:9.75,maps_winrate:{vtg:0.0,nuke:1.0}
name:WetKillers,win_rate:0.67,avg_rating:0.94,avg_kills:16.2,avg_deaths:19.07,avg_kast:0.64,avg_adr:71.57,avg_kddiff:-2.87,avg_fkdiff:0.2,rounds_won:14.67,maps_winrate:{vtg:1.0}
name:SERA,win_rate:0.0,avg_rating:0.97,avg_kills:12.9,avg_deaths:14.2,avg_kast:0.57,avg_adr:67.87,avg_kddiff:-1.3,avg_fkdiff:0.4,rounds_won:5.0,maps_winrate:{anc:0.0}
name:WLG,win_rate:0.07,avg_rating:1.05,avg_kills:17.26,avg_deaths:17.54,avg_kast:0.69,avg_adr:74.88,avg_kddiff:-0.28,avg_fkdiff:-0.05,rounds_won:9.21,maps_winrate:{mrg:0.0,inf:0.3333333333333333}
name:IKLA,win_rate:0.37,avg_rating:1.07,avg_kills:17.19,avg_deaths:16.89,avg_kast:0.7,avg_adr:73.35,avg_kddiff:0.3,avg_fkdiff:-0.21,rounds_won:11.17,maps_winrate:{ovp:0.0,anb:0.6666666666666666}
name:ex-Finest,win_rate:0.27,avg_rating:0.96,avg_kills:16.28,avg_deaths:18.03,avg_kast:0.65,avg_adr:70.42,avg_kddiff:-1.75,avg_fkdiff:-0.49,rounds_won:10.72,maps_winrate:{inf:0.0,anc:0.6363636363636364}
name:ex-TITANS,win_rate:0.19,avg_rating:0.96,avg_kills:16.51,avg_deaths:18.1,avg_kast:0.66,avg_adr:68.9,avg_kddiff:-1.59,avg_fkdiff:-0.01,rounds_won:11.12,maps_winrate:{anc:0.0,mrg:0.5}
name:Flames Ascent,win_rate:0.27,avg_rating:1.06,avg_kills:16.51,avg_deaths:16.65,avg_kast:0.69,avg_adr:74.16,avg_kddiff:-0.14,avg_fkdiff:-0.02,rounds_won:10.07,maps_winrate:{mrg:0.0,vtg:0.0}
name:GLORE,win_rate:0.0,avg_rating:1.11,avg_kills:18.3,avg_deaths:17.9,avg_kast:0.73,avg_adr:75.04,avg_kddiff:0.4,avg_fkdiff:1.35,rounds_won:10.75,maps_winrate:{ovp:0.0,mrg:0.0}
name:Billionaires,win_rate:0.38,avg_rating:0.89,avg_kills:16.52,avg_deaths:20.83,avg_kast:0.64,avg_adr:69.76,avg_kddiff:-4.3,avg_fkdiff:-0.52,rounds_won:12.12,maps_winrate:{anc:0.0,mrg:1.0}
name:Europe,win_rate:0.67,avg_rating:1.16,avg_kills:20.4,avg_deaths:18.8,avg_kast:0.69,avg_adr:79.43,avg_kddiff:1.6,avg_fkdiff:0.8,rounds_won:14.67,maps_winrate:{d2:0.0}
name:LyP,win_rate:0.3,avg_rating:0.91,avg_kills:13.96,avg_deaths:16.18,avg_kast:0.62,avg_adr:62.86,avg_kddiff:-2.22,avg_fkdiff:-0.12,rounds_won:10.5,maps_winrate:{inf:0.0,d2:0.5}
name:LIBURNA,win_rate:0.3,avg_rating:1.05,avg_kills:16.45,avg_deaths:16.9,avg_kast:0.7,avg_adr:74.02,avg_kddiff:-0.45,avg_fkdiff:-0.14,rounds_won:10.47,maps_winrate:{mrg:0.0,ovp:0.5}
name:Stinkdiertjes,win_rate:0.0,avg_rating:1.09,avg_kills:18.5,avg_deaths:17.6,avg_kast:0.66,avg_adr:77.42,avg_kddiff:0.9,avg_fkdiff:0.1,rounds_won:10.0,maps_winrate:{nuke:0.0,vtg:0.0}
name:Valkyries fe,win_rate:0.0,avg_rating:0.98,avg_kills:15.4,avg_deaths:17.4,avg_kast:0.66,avg_adr:71.74,avg_kddiff:-2.0,avg_fkdiff:-0.1,rounds_won:8.5,maps_winrate:{d2:0.0}
name:Aloha,win_rate:1.0,avg_rating:1.02,avg_kills:13.0,avg_deaths:14.7,avg_kast:0.67,avg_adr:72.98,avg_kddiff:-1.7,avg_fkdiff:0.1,rounds_won:16.0,maps_winrate:{d2:1.0}
name:kukkosoosi,win_rate:0.0,avg_rating:0.94,avg_kills:18.2,avg_deaths:21.4,avg_kast:0.64,avg_adr:73.89,avg_kddiff:-3.2,avg_fkdiff:-0.2,rounds_won:12.0,maps_winrate:{mrg:0.0}
name:500,win_rate:0.43,avg_rating:1.0,avg_kills:16.47,avg_deaths:17.27,avg_kast:0.69,avg_adr:70.26,avg_kddiff:-0.8,avg_fkdiff:-0.43,rounds_won:11.9,maps_winrate:{anb:0.0,nuke:0.5454545454545454}
name:The Neighbours,win_rate:0.4,avg_rating:0.92,avg_kills:14.6,avg_deaths:17.46,avg_kast:0.65,avg_adr:70.84,avg_kddiff:-2.86,avg_fkdiff:-0.64,rounds_won:11.6,maps_winrate:{nuke:0.0,ovp:1.0}
name:EXLI-KUBAB,win_rate:0.17,avg_rating:0.88,avg_kills:14.75,avg_deaths:17.5,avg_kast:0.63,avg_adr:67.58,avg_kddiff:-2.75,avg_fkdiff:-0.77,rounds_won:8.42,maps_winrate:{nuke:0.0,anc:0.5}
name:SHUSH,win_rate:0.0,avg_rating:1.06,avg_kills:14.3,avg_deaths:14.2,avg_kast:0.68,avg_adr:72.83,avg_kddiff:0.1,avg_fkdiff:-0.4,rounds_won:6.0,maps_winrate:{anc:0.0}
name:eMasters,win_rate:0.32,avg_rating:1.14,avg_kills:16.61,avg_deaths:15.54,avg_kast:0.73,avg_adr:76.8,avg_kddiff:1.07,avg_fkdiff:0.3,rounds_won:10.24,maps_winrate:{anc:0.0,nuke:0.8}
name:Grindas,win_rate:0.25,avg_rating:1.01,avg_kills:16.45,avg_deaths:17.8,avg_kast:0.69,avg_adr:73.0,avg_kddiff:-1.35,avg_fkdiff:-0.35,rounds_won:10.25,maps_winrate:{inf:0.0,mrg:0.0}
name:TBB,win_rate:0.0,avg_rating:0.98,avg_kills:16.1,avg_deaths:17.35,avg_kast:0.66,avg_adr:70.68,avg_kddiff:-1.25,avg_fkdiff:-0.4,rounds_won:8.5,maps_winrate:{inf:0.0}
name:High Space Tigers,win_rate:0.0,avg_rating:0.96,avg_kills:17.1,avg_deaths:18.4,avg_kast:0.69,avg_adr:73.17,avg_kddiff:-1.3,avg_fkdiff:-1.2,rounds_won:8.0,maps_winrate:{anc:0.0,nuke:0.0}
name:Homyno,win_rate:0.0,avg_rating:0.99,avg_kills:16.5,avg_deaths:18.4,avg_kast:0.7,avg_adr:69.77,avg_kddiff:-1.9,avg_fkdiff:1.0,rounds_won:10.0,maps_winrate:{inf:0.0,mrg:0.0}
name:ESTOWNIA,win_rate:0.33,avg_rating:1.08,avg_kills:16.95,avg_deaths:17.11,avg_kast:0.7,avg_adr:75.24,avg_kddiff:-0.16,avg_fkdiff:-0.35,rounds_won:10.7,maps_winrate:{ovp:0.12}
name:7AM NA,win_rate:0.32,avg_rating:1.0,avg_kills:17.44,avg_deaths:18.71,avg_kast:0.68,avg_adr:72.23,avg_kddiff:-1.26,avg_fkdiff:-0.2,rounds_won:10.97,maps_winrate:{anc:0.0,ovp:0.5}
name:e-LEMON-ators,win_rate:0.33,avg_rating:1.05,avg_kills:15.92,avg_deaths:16.16,avg_kast:0.7,avg_adr:74.04,avg_kddiff:-0.24,avg_fkdiff:-0.13,rounds_won:9.94,maps_winrate:{inf:0.0,vtg:0.4}
name:Permitta,win_rate:0.4,avg_rating:1.01,avg_kills:16.45,avg_deaths:17.11,avg_kast:0.68,avg_adr:72.8,avg_kddiff:-0.66,avg_fkdiff:-0.09,rounds_won:11.1,maps_winrate:{nuke:0.45}
name:Prosapia,win_rate:0.08,avg_rating:1.08,avg_kills:17.94,avg_deaths:17.97,avg_kast:0.7,avg_adr:74.98,avg_kddiff:-0.02,avg_fkdiff:-0.08,rounds_won:10.68,maps_winrate:{ovp:0.12}
name:Skelp,win_rate:0.67,avg_rating:1.18,avg_kills:22.47,avg_deaths:18.8,avg_kast:0.75,avg_adr:79.92,avg_kddiff:3.67,avg_fkdiff:0.0,rounds_won:15.0,maps_winrate:{vtg:0.0}
name:Temperate SCO,win_rate:0.33,avg_rating:0.93,avg_kills:18.73,avg_deaths:22.6,avg_kast:0.64,avg_adr:68.01,avg_kddiff:-3.87,avg_fkdiff:-0.07,rounds_won:15.33,maps_winrate:{vtg:1.0}
name:180mgkoffein,win_rate:0.0,avg_rating:0.78,avg_kills:11.8,avg_deaths:17.0,avg_kast:0.57,avg_adr:60.51,avg_kddiff:-5.2,avg_fkdiff:-2.13,rounds_won:6.67,maps_winrate:{mrg:0.0}
name:The Prodigies,win_rate:0.3,avg_rating:1.06,avg_kills:16.83,avg_deaths:16.81,avg_kast:0.69,avg_adr:74.68,avg_kddiff:0.03,avg_fkdiff:0.02,rounds_won:10.8,maps_winrate:{nuke:0.0,mrg:0.4166666666666667}
name:ANDROMEDA,win_rate:0.0,avg_rating:0.92,avg_kills:12.6,avg_deaths:14.3,avg_kast:0.63,avg_adr:67.33,avg_kddiff:-1.7,avg_fkdiff:-0.4,rounds_won:4.0,maps_winrate:{nuke:0.0}
name:SAGA,win_rate:0.0,avg_rating:1.07,avg_kills:14.9,avg_deaths:14.2,avg_kast:0.73,avg_adr:76.72,avg_kddiff:0.7,avg_fkdiff:0.6,rounds_won:5.0,maps_winrate:{mrg:0.0}
name:HSG fe,win_rate:0.32,avg_rating:1.13,avg_kills:16.45,avg_deaths:15.45,avg_kast:0.72,avg_adr:76.93,avg_kddiff:1.0,avg_fkdiff:0.2,rounds_won:10.34,maps_winrate:{inf:0.0,anc:0.0}
